,date,category,value,label
2534,2018-03-12,General Request - PUC,9,0
2535,2018-03-12,General Request - RPD,1,0
2536,2018-03-12,General Request - TT COLLECTOR,1,0
2537,2018-03-12,Graffiti,168,0
2538,2018-03-12,Homeless Concerns,135,0
2539,2018-03-12,Illegal Postings,12,0
2540,2018-03-12,Litter Receptacles,20,0
2541,2018-03-12,MUNI Feedback,52,0
2542,2018-03-12,Noise Report,10,0
2543,2018-03-12,Rec and Park Requests,21,0
2544,2018-03-12,Residential Building Request,4,0
2545,2018-03-12,SFHA Requests,4,0
2546,2018-03-12,Sewer Issues,32,0
2547,2018-03-12,Sidewalk or Curb,11,0
2548,2018-03-12,Sign Repair,17,0
2549,2018-03-12,Street Defects,43,0
2550,2018-03-12,Street and Sidewalk Cleaning,476,0
2551,2018-03-12,Streetlights,10,0
2552,2018-03-12,Temporary Sign Request,52,0
2553,2018-03-12,Tree Maintenance,27,0
2554,2018-03-13,311 External Request,2,0
2555,2018-03-13,Abandoned Vehicle,86,0
2556,2018-03-13,Blocked Street or SideWalk,20,0
2557,2018-03-13,Catch Basin Maintenance,3,0
2558,2018-03-13,Color Curb,4,0
2559,2018-03-13,Construction Zone Permits,20,1
2560,2018-03-13,Damaged Property,21,0
2561,2018-03-13,Encampments,143,0
2562,2018-03-13,General Request - 311CUSTOMERSERVICECENTER,7,0
2563,2018-03-13,General Request - ANIMAL CARE CONTROL,2,0
2564,2018-03-13,General Request - ASSESSOR RECORDER,1,0
2565,2018-03-13,General Request - BUILDING INSPECTION,7,0
2566,2018-03-13,General Request - CHILDSUPPORTSERVICES,1,0
2567,2018-03-13,General Request - COUNTY CLERK,17,0
2568,2018-03-13,General Request - DPH,10,0
2569,2018-03-13,General Request - MTA,19,0
2570,2018-03-13,General Request - PORT AUTHORITY,1,0
2571,2018-03-13,General Request - PUBLIC WORKS,20,0
2572,2018-03-13,General Request - PUC,21,1
2573,2018-03-13,General Request - TT COLLECTOR,3,0
2574,2018-03-13,Graffiti,416,0
2575,2018-03-13,Homeless Concerns,131,0
2576,2018-03-13,Illegal Postings,3,0
2577,2018-03-13,Litter Receptacles,15,0
2578,2018-03-13,MUNI Feedback,58,0
2579,2018-03-13,Noise Report,12,0
2580,2018-03-13,Rec and Park Requests,22,0
2581,2018-03-13,Residential Building Request,6,0
2582,2018-03-13,SFHA Requests,4,0
2583,2018-03-13,Sewer Issues,52,0
2584,2018-03-13,Sidewalk or Curb,15,0
2585,2018-03-13,Sign Repair,16,0
2586,2018-03-13,Street Defects,39,0
2587,2018-03-13,Street and Sidewalk Cleaning,363,0
2588,2018-03-13,Streetlights,12,0
2589,2018-03-13,Temporary Sign Request,42,0
2590,2018-03-13,Tree Maintenance,24,0
2591,2018-03-14,Abandoned Vehicle,89,0
2592,2018-03-14,Blocked Street or SideWalk,24,0
2593,2018-03-14,Catch Basin Maintenance,6,0
2594,2018-03-14,Color Curb,8,0
2595,2018-03-14,Construction Zone Permits,7,0
2596,2018-03-14,Damaged Property,29,0
2597,2018-03-14,Encampments,146,0
2598,2018-03-14,General Request - 311CUSTOMERSERVICECENTER,1,0
2599,2018-03-14,General Request - ANIMAL CARE CONTROL,1,0
2600,2018-03-14,General Request - ASSESSOR RECORDER,3,0
2601,2018-03-14,General Request - BUILDING INSPECTION,11,0
2602,2018-03-14,General Request - CHILDSUPPORTSERVICES,1,0
2603,2018-03-14,General Request - COUNTY CLERK,13,0
2604,2018-03-14,General Request - DPH,10,0
2605,2018-03-14,General Request - LABOR STANDARDS ENFORCEMENT,1,0
2606,2018-03-14,General Request - MEDICAL EXAMINER,1,0
2607,2018-03-14,General Request - MTA,42,0
2608,2018-03-14,General Request - PUBLIC WORKS,34,0
2609,2018-03-14,General Request - PUC,18,1
2610,2018-03-14,General Request - RPD,1,0
2611,2018-03-14,General Request - TT COLLECTOR,11,1
2612,2018-03-14,Graffiti,169,0
2613,2018-03-14,Homeless Concerns,135,0
2614,2018-03-14,Illegal Postings,13,0
2615,2018-03-14,Litter Receptacles,19,0
2616,2018-03-14,MUNI Feedback,59,0
2617,2018-03-14,Noise Report,13,0
2618,2018-03-14,Parking Enforcement,16,0
2619,2018-03-14,Rec and Park Requests,19,0
2620,2018-03-14,Residential Building Request,3,0
2621,2018-03-14,SFHA Requests,6,0
2622,2018-03-14,Sewer Issues,49,0
2623,2018-03-14,Sidewalk or Curb,11,0
2624,2018-03-14,Sign Repair,13,0
2625,2018-03-14,Street Defects,47,0
2626,2018-03-14,Street and Sidewalk Cleaning,360,0
2627,2018-03-14,Streetlights,25,0
2628,2018-03-14,Temporary Sign Request,63,1
2629,2018-03-14,Tree Maintenance,28,0
2630,2018-03-15,311 External Request,1,0
2631,2018-03-15,Abandoned Vehicle,80,0
2632,2018-03-15,Blocked Street or SideWalk,18,0
2633,2018-03-15,Catch Basin Maintenance,3,0
2634,2018-03-15,Color Curb,2,0
2635,2018-03-15,DPW Volunteer Programs,1,0
2636,2018-03-15,Damaged Property,27,0
2637,2018-03-15,Encampments,128,0
2638,2018-03-15,General Request - 311CUSTOMERSERVICECENTER,3,0
2639,2018-03-15,General Request - ANIMAL CARE CONTROL,2,0
2640,2018-03-15,General Request - ASSESSOR RECORDER,2,0
2641,2018-03-15,General Request - BUILDING INSPECTION,8,0
2642,2018-03-15,General Request - CENTRAL SHOPS,1,0
2643,2018-03-15,General Request - COUNTY CLERK,11,0
2644,2018-03-15,General Request - DPH,7,0
2645,2018-03-15,General Request - FIRE DEPARTMENT,1,0
2646,2018-03-15,General Request - MTA,30,0
2647,2018-03-15,General Request - PLANNING,1,0
2648,2018-03-15,General Request - PUBLIC WORKS,23,0
2649,2018-03-15,General Request - PUC,12,0
2650,2018-03-15,General Request - TT COLLECTOR,2,0
2651,2018-03-15,Graffiti,203,0
2652,2018-03-15,Homeless Concerns,116,0
2653,2018-03-15,Illegal Postings,19,0
2654,2018-03-15,Litter Receptacles,13,0
2655,2018-03-15,MUNI Feedback,62,0
2656,2018-03-15,Noise Report,9,0
2657,2018-03-15,Rec and Park Requests,11,0
2658,2018-03-15,SFHA Requests,3,0
2659,2018-03-15,Sewer Issues,41,0
2660,2018-03-15,Sidewalk or Curb,9,0
2661,2018-03-15,Sign Repair,29,0
2662,2018-03-15,Street Defects,26,0
2663,2018-03-15,Street and Sidewalk Cleaning,307,0
2664,2018-03-15,Streetlights,7,0
2665,2018-03-15,Temporary Sign Request,25,0
2666,2018-03-15,Tree Maintenance,27,0
2667,2018-03-16,311 External Request,1,0
2668,2018-03-16,Abandoned Vehicle,74,0
2669,2018-03-16,Blocked Street or SideWalk,18,0
2670,2018-03-16,Catch Basin Maintenance,3,0
2671,2018-03-16,Color Curb,2,0
2672,2018-03-16,Damaged Property,19,0
2673,2018-03-16,Encampments,129,0
2674,2018-03-16,General Request - ANIMAL CARE CONTROL,1,0
2675,2018-03-16,General Request - ASSESSOR RECORDER,1,0
2676,2018-03-16,General Request - BUILDING INSPECTION,2,0
2677,2018-03-16,General Request - COUNTY CLERK,12,0
2678,2018-03-16,General Request - DPH,7,0
2679,2018-03-16,General Request - ELECTIONS,1,0
2680,2018-03-16,General Request - FIRE DEPARTMENT,2,0
2681,2018-03-16,General Request - MTA,24,0
2682,2018-03-16,General Request - PUBLIC WORKS,23,0
2683,2018-03-16,General Request - PUC,13,0
2684,2018-03-16,General Request - RPD,2,0
2685,2018-03-16,General Request - TT COLLECTOR,4,0
2686,2018-03-16,Graffiti,272,0
2687,2018-03-16,Homeless Concerns,103,0
2688,2018-03-16,Illegal Postings,8,0
2689,2018-03-16,Litter Receptacles,20,0
2690,2018-03-16,MUNI Feedback,54,0
2691,2018-03-16,Noise Report,7,0
2692,2018-03-16,Rec and Park Requests,17,0
2693,2018-03-16,Residential Building Request,11,0
2694,2018-03-16,SFHA Requests,3,0
2695,2018-03-16,Sewer Issues,30,0
2696,2018-03-16,Sidewalk or Curb,9,0
2697,2018-03-16,Sign Repair,34,0
2698,2018-03-16,Street Defects,47,0
2699,2018-03-16,Street and Sidewalk Cleaning,328,0
2700,2018-03-16,Streetlights,17,0
2701,2018-03-16,Temporary Sign Request,113,1
2702,2018-03-16,Tree Maintenance,30,0
2703,2018-03-17,311 External Request,2,0
2704,2018-03-17,Abandoned Vehicle,44,0
2705,2018-03-17,Blocked Street or SideWalk,5,0
2706,2018-03-17,Catch Basin Maintenance,3,0
2707,2018-03-17,Color Curb,1,0
2708,2018-03-17,Damaged Property,28,0
2709,2018-03-17,Encampments,101,0
2710,2018-03-17,General Request - 311CUSTOMERSERVICECENTER,2,0
2711,2018-03-17,General Request - BUILDING INSPECTION,3,0
2712,2018-03-17,General Request - COUNTY CLERK,3,0
2713,2018-03-17,General Request - DPH,2,0
2714,2018-03-17,General Request - MTA,13,0
2715,2018-03-17,General Request - PUBLIC WORKS,14,0
2716,2018-03-17,General Request - PUC,2,0
2717,2018-03-17,Graffiti,202,0
2718,2018-03-17,Homeless Concerns,114,0
2719,2018-03-17,Illegal Postings,8,0
2720,2018-03-17,Litter Receptacles,12,0
2721,2018-03-17,MUNI Feedback,43,0
2722,2018-03-17,Noise Report,15,0
2723,2018-03-17,Rec and Park Requests,25,0
2724,2018-03-17,Residential Building Request,15,0
2725,2018-03-17,SFHA Requests,3,0
2726,2018-03-17,Sewer Issues,10,0
2727,2018-03-17,Sidewalk or Curb,12,0
2728,2018-03-17,Sign Repair,30,0
2729,2018-03-17,Street Defects,18,0
2730,2018-03-17,Street and Sidewalk Cleaning,239,0
2731,2018-03-17,Streetlights,7,0
2732,2018-03-17,Temporary Sign Request,1,0
2733,2018-03-17,Tree Maintenance,19,0
2734,2018-03-18,311 External Request,5,0
2735,2018-03-18,Abandoned Vehicle,49,0
2736,2018-03-18,Blocked Street or SideWalk,8,0
2737,2018-03-18,Catch Basin Maintenance,3,0
2738,2018-03-18,Color Curb,1,0
2739,2018-03-18,DPW Volunteer Programs,1,0
2740,2018-03-18,Damaged Property,12,0
2741,2018-03-18,Encampments,118,0
2742,2018-03-18,General Request - 311CUSTOMERSERVICECENTER,1,0
2743,2018-03-18,General Request - ANIMAL CARE CONTROL,1,0
2744,2018-03-18,General Request - BUILDING INSPECTION,2,0
2745,2018-03-18,General Request - COUNTY CLERK,6,0
2746,2018-03-18,General Request - DPH,5,0
2747,2018-03-18,General Request - MTA,8,0
2748,2018-03-18,General Request - PLANNING,1,0
2749,2018-03-18,General Request - PUBLIC WORKS,20,0
2750,2018-03-18,General Request - PUC,5,0
2751,2018-03-18,General Request - SHORT TERM RENTALS,1,0
2752,2018-03-18,Graffiti,219,0
2753,2018-03-18,Homeless Concerns,96,0
2754,2018-03-18,Illegal Postings,14,0
2755,2018-03-18,Litter Receptacles,21,0
2756,2018-03-18,MUNI Feedback,27,0
2757,2018-03-18,Noise Report,9,0
2758,2018-03-18,Rec and Park Requests,28,0
2759,2018-03-18,Residential Building Request,6,0
2760,2018-03-18,SFHA Requests,4,0
2761,2018-03-18,Sewer Issues,16,0
2762,2018-03-18,Sidewalk or Curb,10,0
2763,2018-03-18,Sign Repair,16,0
2764,2018-03-18,Street Defects,28,0
2765,2018-03-18,Street and Sidewalk Cleaning,301,0
2766,2018-03-18,Streetlights,6,0
2767,2018-03-18,Temporary Sign Request,2,0
2768,2018-03-18,Tree Maintenance,9,0
2769,2018-03-19,Abandoned Vehicle,130,0
2770,2018-03-19,Blocked Street or SideWalk,19,0
2771,2018-03-19,Catch Basin Maintenance,3,0
2772,2018-03-19,Color Curb,4,0
2773,2018-03-19,Construction Zone Permits,2,0
2774,2018-03-19,Damaged Property,32,0
2775,2018-03-19,Encampments,191,0
2776,2018-03-19,General Request - 311CUSTOMERSERVICECENTER,2,0
2777,2018-03-19,General Request - ANIMAL CARE CONTROL,3,0
2778,2018-03-19,General Request - ASSESSOR RECORDER,1,0
2779,2018-03-19,General Request - BUILDING INSPECTION,7,0
2780,2018-03-19,General Request - CONTRACT ADMINISTRATION,1,0
2781,2018-03-19,General Request - COUNTY CLERK,18,0
2782,2018-03-19,General Request - DPH,6,0
2783,2018-03-19,General Request - MTA,22,0
2784,2018-03-19,General Request - PUBLIC WORKS,37,0
2785,2018-03-19,General Request - PUC,5,0
2786,2018-03-19,General Request - TT COLLECTOR,6,0
2787,2018-03-19,Graffiti,342,0
2788,2018-03-19,Homeless Concerns,163,0
2789,2018-03-19,Illegal Postings,14,0
2790,2018-03-19,Litter Receptacles,19,0
2791,2018-03-19,MUNI Feedback,50,0
2792,2018-03-19,Noise Report,14,0
2793,2018-03-19,Rec and Park Requests,28,0
2794,2018-03-19,Residential Building Request,5,0
2795,2018-03-19,SFHA Requests,1,0
2796,2018-03-19,Sewer Issues,25,0
2797,2018-03-19,Sidewalk or Curb,25,0
2798,2018-03-19,Sign Repair,36,0
2799,2018-03-19,Street Defects,35,0
2800,2018-03-19,Street and Sidewalk Cleaning,496,0
2801,2018-03-19,Streetlights,74,1
2802,2018-03-19,Temporary Sign Request,54,0
2803,2018-03-19,Tree Maintenance,29,0
2804,2018-03-20,Abandoned Vehicle,96,0
2805,2018-03-20,Blocked Street or SideWalk,14,0
2806,2018-03-20,Catch Basin Maintenance,7,0
2807,2018-03-20,Color Curb,5,0
2808,2018-03-20,Construction Zone Permits,5,0
2809,2018-03-20,Damaged Property,27,0
2810,2018-03-20,Encampments,124,0
2811,2018-03-20,General Request - 311CUSTOMERSERVICECENTER,1,0
2812,2018-03-20,General Request - ANIMAL CARE CONTROL,2,0
2813,2018-03-20,General Request - ASSESSOR RECORDER,2,0
2814,2018-03-20,General Request - BUILDING INSPECTION,1,0
2815,2018-03-20,General Request - COUNTY CLERK,11,0
2816,2018-03-20,General Request - DPH,5,0
2817,2018-03-20,General Request - ENTERTAINMENT COMMISSION,1,0
2818,2018-03-20,General Request - MTA,30,0
2819,2018-03-20,General Request - PUBLIC WORKS,26,0
2820,2018-03-20,General Request - PUC,6,0
2821,2018-03-20,General Request - SHORT TERM RENTALS,1,0
2822,2018-03-20,General Request - TT COLLECTOR,4,0
2823,2018-03-20,Graffiti,248,0
2824,2018-03-20,Homeless Concerns,80,0
2825,2018-03-20,Illegal Postings,9,0
2826,2018-03-20,Litter Receptacles,25,0
2827,2018-03-20,MUNI Feedback,60,0
2828,2018-03-20,Noise Report,12,0
2829,2018-03-20,Rec and Park Requests,12,0
2830,2018-03-20,Residential Building Request,7,0
2831,2018-03-20,SFHA Requests,4,0
2832,2018-03-20,Sewer Issues,44,0
2833,2018-03-20,Sidewalk or Curb,12,0
2834,2018-03-20,Sign Repair,22,0
2835,2018-03-20,Street Defects,30,0
2836,2018-03-20,Street and Sidewalk Cleaning,336,0
2837,2018-03-20,Streetlights,25,0
2838,2018-03-20,Temporary Sign Request,43,0
2839,2018-03-20,Tree Maintenance,21,0
2840,2018-03-21,311 External Request,1,0
2841,2018-03-21,Abandoned Vehicle,87,0
2842,2018-03-21,Blocked Street or SideWalk,9,0
2843,2018-03-21,Catch Basin Maintenance,9,0
2844,2018-03-21,Color Curb,2,0
2845,2018-03-21,Construction Zone Permits,9,0
2846,2018-03-21,Damaged Property,22,0
2847,2018-03-21,Encampments,154,0
2848,2018-03-21,General Request - 311CUSTOMERSERVICECENTER,1,0
2849,2018-03-21,General Request - ASSESSOR RECORDER,2,0
2850,2018-03-21,General Request - BUILDING INSPECTION,4,0
2851,2018-03-21,General Request - CONTRACT ADMINISTRATION,1,0
2852,2018-03-21,General Request - COUNTY CLERK,15,0
2853,2018-03-21,General Request - DPH,7,0
2854,2018-03-21,General Request - MOCD,1,0
2855,2018-03-21,General Request - MTA,22,0
2856,2018-03-21,General Request - PLANNING,1,0
2857,2018-03-21,General Request - PUBLIC WORKS,26,0
2858,2018-03-21,General Request - PUC,10,0
2859,2018-03-21,General Request - RPD,1,0
2860,2018-03-21,General Request - TT COLLECTOR,3,0
2861,2018-03-21,Graffiti,297,0
2862,2018-03-21,Homeless Concerns,108,0
2863,2018-03-21,Illegal Postings,5,0
2864,2018-03-21,Litter Receptacles,29,0
2865,2018-03-21,MUNI Feedback,80,0
2866,2018-03-21,Noise Report,16,0
2867,2018-03-21,Rec and Park Requests,16,0
2868,2018-03-21,Residential Building Request,16,0
2869,2018-03-21,SFHA Requests,4,0
2870,2018-03-21,Sewer Issues,33,0
2871,2018-03-21,Sidewalk or Curb,26,0
2872,2018-03-21,Sign Repair,23,0
2873,2018-03-21,Street Defects,33,0
2874,2018-03-21,Street and Sidewalk Cleaning,335,0
2875,2018-03-21,Streetlights,20,0
2876,2018-03-21,Temporary Sign Request,46,0
2877,2018-03-21,Tree Maintenance,34,0
2878,2018-03-22,311 External Request,3,0
2879,2018-03-22,Abandoned Vehicle,103,0
2880,2018-03-22,Blocked Street or SideWalk,17,0
2881,2018-03-22,Catch Basin Maintenance,6,0
2882,2018-03-22,Color Curb,6,0
2883,2018-03-22,Construction Zone Permits,1,0
2884,2018-03-22,DPW Volunteer Programs,3,0
2885,2018-03-22,Damaged Property,28,0
2886,2018-03-22,Encampments,126,0
2887,2018-03-22,General Request - 311CUSTOMERSERVICECENTER,2,0
2888,2018-03-22,General Request - ANIMAL CARE CONTROL,2,0
2889,2018-03-22,General Request - ASSESSOR RECORDER,2,0
2890,2018-03-22,General Request - BUILDING INSPECTION,5,0
2891,2018-03-22,General Request - COUNTY CLERK,10,0
2892,2018-03-22,General Request - DPH,5,0
2893,2018-03-22,General Request - MOCD,1,0
2894,2018-03-22,General Request - MTA,23,0
2895,2018-03-22,General Request - PUBLIC WORKS,26,0
2896,2018-03-22,General Request - PUC,9,0
2897,2018-03-22,General Request - RPD,1,0
2898,2018-03-22,General Request - TT COLLECTOR,6,0
2899,2018-03-22,Graffiti,243,0
2900,2018-03-22,Homeless Concerns,99,0
2901,2018-03-22,Illegal Postings,8,0
2902,2018-03-22,Litter Receptacles,32,0
2903,2018-03-22,MUNI Feedback,44,0
2904,2018-03-22,Noise Report,17,0
2905,2018-03-22,Rec and Park Requests,22,0
2906,2018-03-22,Residential Building Request,6,0
2907,2018-03-22,SFHA Requests,7,0
2908,2018-03-22,Sewer Issues,40,0
2909,2018-03-22,Sidewalk or Curb,8,0
2910,2018-03-22,Sign Repair,19,0
2911,2018-03-22,Street Defects,40,0
2912,2018-03-22,Street and Sidewalk Cleaning,351,0
2913,2018-03-22,Streetlights,21,0
2914,2018-03-22,Temporary Sign Request,36,0
2915,2018-03-22,Tree Maintenance,62,1
2916,2018-03-23,311 External Request,2,0
2917,2018-03-23,Abandoned Vehicle,87,0
2918,2018-03-23,Blocked Street or SideWalk,17,0
2919,2018-03-23,Catch Basin Maintenance,4,0
2920,2018-03-23,Color Curb,4,0
2921,2018-03-23,Construction Zone Permits,3,0
2922,2018-03-23,Damaged Property,38,0
2923,2018-03-23,Encampments,123,0
2924,2018-03-23,General Request - 311CUSTOMERSERVICECENTER,3,0
2925,2018-03-23,General Request - ANIMAL CARE CONTROL,1,0
2926,2018-03-23,General Request - BUILDING INSPECTION,4,0
2927,2018-03-23,General Request - CONTRACT ADMINISTRATION,1,0
2928,2018-03-23,General Request - COUNTY CLERK,11,0
2929,2018-03-23,General Request - DPH,7,0
2930,2018-03-23,General Request - MOD,1,0
2931,2018-03-23,General Request - MTA,18,0
2932,2018-03-23,General Request - PLANNING,1,0
2933,2018-03-23,General Request - PUBLIC WORKS,29,0
2934,2018-03-23,General Request - PUC,9,0
2935,2018-03-23,General Request - TT COLLECTOR,2,0
2936,2018-03-23,Graffiti,509,1
2937,2018-03-23,Homeless Concerns,99,0
2938,2018-03-23,Illegal Postings,6,0
2939,2018-03-23,Litter Receptacles,25,0
2940,2018-03-23,MUNI Feedback,71,0
2941,2018-03-23,Noise Report,20,0
2942,2018-03-23,Rec and Park Requests,20,0
2943,2018-03-23,Residential Building Request,5,0
2944,2018-03-23,SFHA Requests,3,0
2945,2018-03-23,Sewer Issues,26,0
2946,2018-03-23,Sidewalk or Curb,14,0
2947,2018-03-23,Sign Repair,20,0
2948,2018-03-23,Street Defects,23,0
2949,2018-03-23,Street and Sidewalk Cleaning,380,0
2950,2018-03-23,Streetlights,18,0
2951,2018-03-23,Temporary Sign Request,42,0
2952,2018-03-23,Tree Maintenance,45,0
2953,2018-03-24,311 External Request,6,0
2954,2018-03-24,Abandoned Vehicle,66,0
2955,2018-03-24,Blocked Street or SideWalk,12,0
2956,2018-03-24,Color Curb,3,0
2957,2018-03-24,Damaged Property,26,0
2958,2018-03-24,Encampments,111,0
2959,2018-03-24,General Request - 311CUSTOMERSERVICECENTER,2,0
2960,2018-03-24,General Request - ASSESSOR RECORDER,1,0
2961,2018-03-24,General Request - COUNTY CLERK,3,0
2962,2018-03-24,General Request - DPH,3,0
2963,2018-03-24,General Request - ETHICS COMMISSION,1,0
2964,2018-03-24,General Request - HUMAN SERVICES AGENCY,1,0
2965,2018-03-24,General Request - MTA,15,0
2966,2018-03-24,General Request - PUBLIC WORKS,15,0
2967,2018-03-24,General Request - PUC,5,0
2968,2018-03-24,Graffiti,151,0
2969,2018-03-24,Homeless Concerns,80,0
2970,2018-03-24,Illegal Postings,11,0
2971,2018-03-24,Litter Receptacles,19,0
2972,2018-03-24,MUNI Feedback,32,0
2973,2018-03-24,Noise Report,11,0
2974,2018-03-24,Rec and Park Requests,20,0
2975,2018-03-24,Residential Building Request,1,0
2976,2018-03-24,SFHA Requests,8,0
2977,2018-03-24,Sewer Issues,14,0
2978,2018-03-24,Sidewalk or Curb,21,0
2979,2018-03-24,Sign Repair,28,0
2980,2018-03-24,Street Defects,19,0
2981,2018-03-24,Street and Sidewalk Cleaning,294,0
2982,2018-03-24,Streetlights,17,0
2983,2018-03-24,Temporary Sign Request,1,0
2984,2018-03-24,Tree Maintenance,20,0
2985,2018-03-25,Abandoned Vehicle,48,0
2986,2018-03-25,Blocked Street or SideWalk,6,0
2987,2018-03-25,Color Curb,1,0
2988,2018-03-25,Damaged Property,11,0
2989,2018-03-25,Encampments,126,0
2990,2018-03-25,General Request - ANIMAL CARE CONTROL,3,0
2991,2018-03-25,General Request - COUNTY CLERK,4,0
2992,2018-03-25,General Request - DPH,2,0
2993,2018-03-25,General Request - ENTERTAINMENT COMMISSION,1,0
2994,2018-03-25,General Request - MTA,11,0
2995,2018-03-25,General Request - PUBLIC WORKS,18,0
2996,2018-03-25,General Request - PUC,4,0
2997,2018-03-25,General Request - TT COLLECTOR,1,0
2998,2018-03-25,Graffiti,399,0
2999,2018-03-25,Homeless Concerns,64,0
3000,2018-03-25,Illegal Postings,12,0
3001,2018-03-25,Litter Receptacles,11,0
3002,2018-03-25,MUNI Feedback,27,0
3003,2018-03-25,Noise Report,13,0
3004,2018-03-25,Rec and Park Requests,19,0
3005,2018-03-25,Residential Building Request,2,0
3006,2018-03-25,SFHA Requests,5,0
3007,2018-03-25,Sewer Issues,14,0
3008,2018-03-25,Sidewalk or Curb,22,0
3009,2018-03-25,Sign Repair,18,0
3010,2018-03-25,Street Defects,19,0
3011,2018-03-25,Street and Sidewalk Cleaning,304,0
3012,2018-03-25,Streetlights,11,0
3013,2018-03-25,Temporary Sign Request,2,0
3014,2018-03-25,Tree Maintenance,13,0
3015,2018-03-26,Abandoned Vehicle,87,0
3016,2018-03-26,Blocked Street or SideWalk,14,0
3017,2018-03-26,Catch Basin Maintenance,5,0
3018,2018-03-26,Color Curb,3,0
3019,2018-03-26,Construction Zone Permits,1,0
3020,2018-03-26,Damaged Property,31,0
3021,2018-03-26,Encampments,156,0
3022,2018-03-26,General Request - 311CUSTOMERSERVICECENTER,3,0
3023,2018-03-26,General Request - ASSESSOR RECORDER,1,0
3024,2018-03-26,General Request - BUILDING INSPECTION,2,0
3025,2018-03-26,General Request - COUNTY CLERK,18,0
3026,2018-03-26,General Request - DPH,6,0
3027,2018-03-26,General Request - ENTERTAINMENT COMMISSION,1,0
3028,2018-03-26,General Request - LABOR STANDARDS ENFORCEMENT,1,0
3029,2018-03-26,General Request - MTA,21,0
3030,2018-03-26,General Request - PUBLIC WORKS,31,0
3031,2018-03-26,General Request - PUC,10,0
3032,2018-03-26,General Request - SHORT TERM RENTALS,2,0
3033,2018-03-26,General Request - TT COLLECTOR,3,0
3034,2018-03-26,Graffiti,239,0
3035,2018-03-26,Homeless Concerns,111,0
3036,2018-03-26,Illegal Postings,12,0
3037,2018-03-26,Litter Receptacles,30,0
3038,2018-03-26,MUNI Feedback,56,0
3039,2018-03-26,Noise Report,12,0
3040,2018-03-26,Rec and Park Requests,47,1
3041,2018-03-26,Residential Building Request,6,0
3042,2018-03-26,SFHA Requests,6,0
3043,2018-03-26,Sewer Issues,17,0
3044,2018-03-26,Sidewalk or Curb,19,0
3045,2018-03-26,Sign Repair,20,0
3046,2018-03-26,Street Defects,45,0
3047,2018-03-26,Street and Sidewalk Cleaning,466,0
3048,2018-03-26,Streetlights,22,0
3049,2018-03-26,Temporary Sign Request,20,0
3050,2018-03-26,Tree Maintenance,47,0
3051,2018-03-27,311 External Request,2,0
3052,2018-03-27,Abandoned Vehicle,96,0
3053,2018-03-27,Blocked Street or SideWalk,15,0
3054,2018-03-27,Catch Basin Maintenance,2,0
3055,2018-03-27,Color Curb,5,0
3056,2018-03-27,Construction Zone Permits,7,0
3057,2018-03-27,Damaged Property,25,0
3058,2018-03-27,Encampments,156,0
3059,2018-03-27,General Request - 311CUSTOMERSERVICECENTER,4,0
3060,2018-03-27,General Request - ANIMAL CARE CONTROL,2,0
3061,2018-03-27,General Request - BUILDING INSPECTION,1,0
3062,2018-03-27,General Request - COUNTY CLERK,22,0
3063,2018-03-27,General Request - DISTRICT ATTORNEY,1,0
3064,2018-03-27,General Request - DPH,4,0
3065,2018-03-27,General Request - FIRE DEPARTMENT,1,0
3066,2018-03-27,General Request - MTA,26,0
3067,2018-03-27,General Request - PUBLIC WORKS,32,0
3068,2018-03-27,General Request - PUC,12,0
3069,2018-03-27,General Request - RPD,1,0
3070,2018-03-27,General Request - TT COLLECTOR,6,0
3071,2018-03-27,Graffiti,177,0
3072,2018-03-27,Homeless Concerns,127,0
3073,2018-03-27,Illegal Postings,11,0
3074,2018-03-27,Litter Receptacles,17,0
3075,2018-03-27,MUNI Feedback,51,0
3076,2018-03-27,Noise Report,14,0
3077,2018-03-27,Rec and Park Requests,15,0
3078,2018-03-27,Residential Building Request,3,0
3079,2018-03-27,SFHA Requests,4,0
3080,2018-03-27,Sewer Issues,29,0
3081,2018-03-27,Sidewalk or Curb,15,0
3082,2018-03-27,Sign Repair,18,0
3083,2018-03-27,Street Defects,32,0
3084,2018-03-27,Street and Sidewalk Cleaning,465,0
3085,2018-03-27,Streetlights,17,0
3086,2018-03-27,Temporary Sign Request,106,1
3087,2018-03-27,Tree Maintenance,39,0
3088,2018-03-28,311 External Request,3,0
3089,2018-03-28,Abandoned Vehicle,116,0
3090,2018-03-28,Blocked Street or SideWalk,16,0
3091,2018-03-28,Catch Basin Maintenance,1,0
3092,2018-03-28,Color Curb,5,0
3093,2018-03-28,Construction Zone Permits,1,0
3094,2018-03-28,DPW Volunteer Programs,3,0
3095,2018-03-28,Damaged Property,37,0
3096,2018-03-28,Encampments,179,0
3097,2018-03-28,General Request - 311CUSTOMERSERVICECENTER,4,0
3098,2018-03-28,General Request - ANIMAL CARE CONTROL,1,0
3099,2018-03-28,General Request - ASSESSOR RECORDER,1,0
3100,2018-03-28,General Request - BUILDING INSPECTION,1,0
3101,2018-03-28,General Request - COUNTY CLERK,5,0
3102,2018-03-28,General Request - DPH,10,0
3103,2018-03-28,General Request - MTA,31,0
3104,2018-03-28,General Request - PUBLIC WORKS,25,0
3105,2018-03-28,General Request - PUC,9,0
3106,2018-03-28,General Request - RPD,1,0
3107,2018-03-28,General Request - TT COLLECTOR,1,0
3108,2018-03-28,Graffiti,345,0
