date,category,value,label
2018-02-25,General Request - PORT AUTHORITY,1.0,0
2018-02-25,General Request - PUBLIC WORKS,17.0,0
2018-02-25,General Request - PUC,5.0,0
2018-02-25,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-02-25,General Request - RENT BOARD,0.0,0
2018-02-25,General Request - RPD,0.0,0
2018-02-25,General Request - SFPD,0.0,0
2018-02-25,General Request - SHERIFF,0.0,0
2018-02-25,General Request - SHORT TERM RENTALS,0.0,0
2018-02-25,General Request - SMALL BUSINESS,0.0,0
2018-02-25,General Request - TT COLLECTOR,0.0,0
2018-02-25,Graffiti,211.0,0
2018-02-25,Homeless Concerns,96.0,0
2018-02-25,Illegal Postings,6.0,0
2018-02-25,Litter Receptacles,20.0,0
2018-02-25,MUNI Feedback,25.0,0
2018-02-25,Noise Report,10.0,0
2018-02-25,Rec and Park Requests,38.0,0
2018-02-25,Residential Building Request,7.0,0
2018-02-25,SFHA Requests,5.0,0
2018-02-25,Sewer Issues,16.0,0
2018-02-25,Sidewalk or Curb,11.0,0
2018-02-25,Sign Repair,18.0,0
2018-02-25,Street Defects,9.0,0
2018-02-25,Street and Sidewalk Cleaning,356.0,0
2018-02-25,Streetlights,7.0,0
2018-02-25,Temporary Sign Request,1.0,0
2018-02-25,Tree Maintenance,15.0,0
2018-02-26,311 External Request,4.0,0
2018-02-26,Abandoned Vehicle,106.0,0
2018-02-26,Blocked Street or SideWalk,22.0,0
2018-02-26,Catch Basin Maintenance,2.0,0
2018-02-26,Color Curb,2.0,0
2018-02-26,Construction Zone Permits,3.0,0
2018-02-26,DPW Volunteer Programs,2.0,0
2018-02-26,Damaged Property,32.0,0
2018-02-26,Encampments,127.0,0
2018-02-26,Entertainment Commission,0.0,0
2018-02-26,General Request - 311CUSTOMERSERVICECENTER,4.0,0
2018-02-26,General Request - ADULT PROBATION,0.0,0
2018-02-26,General Request - AGING ADULT SERVICES,0.0,0
2018-02-26,General Request - AIRPORT SFO,0.0,0
2018-02-26,General Request - ANIMAL CARE CONTROL,1.0,0
2018-02-26,General Request - ART COMMISSION,0.0,0
2018-02-26,General Request - ASSESSOR RECORDER,4.0,0
2018-02-26,General Request - BOARD OF SUPERVISORS,0.0,0
2018-02-26,General Request - BUILDING INSPECTION,8.0,0
2018-02-26,General Request - CENTRAL SHOPS,0.0,0
2018-02-26,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-02-26,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-02-26,General Request - CITY ATTORNEY,0.0,0
2018-02-26,General Request - CITY HALL,0.0,0
2018-02-26,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-02-26,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-02-26,General Request - CONTROLLER,0.0,0
2018-02-26,General Request - COUNTY CLERK,21.0,0
2018-02-26,General Request - DISTRICT ATTORNEY,0.0,0
2018-02-26,General Request - DPH,7.0,0
2018-02-26,General Request - DTIS,0.0,0
2018-02-26,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-02-26,General Request - ELECTIONS,0.0,0
2018-02-26,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-02-26,General Request - ENVIRONMENT,0.0,0
2018-02-26,General Request - ETHICS COMMISSION,0.0,0
2018-02-26,General Request - FILM COMMISSION,0.0,0
2018-02-26,General Request - FIRE DEPARTMENT,0.0,0
2018-02-26,General Request - HSH,0.0,0
2018-02-26,General Request - HUMAN RESOURCES,1.0,0
2018-02-26,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-02-26,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-02-26,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-02-26,General Request - LIBRARY PUBLIC,0.0,0
2018-02-26,General Request - MEDICAL EXAMINER,0.0,0
2018-02-26,General Request - MOCD,0.0,0
2018-02-26,General Request - MOCJ,0.0,0
2018-02-26,General Request - MOD,1.0,0
2018-02-26,General Request - MOH,0.0,0
2018-02-26,General Request - MONS,0.0,0
2018-02-26,General Request - MTA,13.0,0
2018-02-26,General Request - OCC,0.0,0
2018-02-26,General Request - PLANNING,2.0,0
2018-02-26,General Request - PORT AUTHORITY,0.0,0
2018-02-26,General Request - PUBLIC WORKS,26.0,0
2018-02-26,General Request - PUC,10.0,0
2018-02-26,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-02-26,General Request - RENT BOARD,0.0,0
2018-02-26,General Request - RPD,0.0,0
2018-02-26,General Request - SFPD,0.0,0
2018-02-26,General Request - SHERIFF,0.0,0
2018-02-26,General Request - SHORT TERM RENTALS,0.0,0
2018-02-26,General Request - SMALL BUSINESS,0.0,0
2018-02-26,General Request - TT COLLECTOR,2.0,0
2018-02-26,Graffiti,182.0,0
2018-02-26,Homeless Concerns,108.0,0
2018-02-26,Illegal Postings,14.0,0
2018-02-26,Litter Receptacles,29.0,0
2018-02-26,MUNI Feedback,60.0,0
2018-02-26,Noise Report,23.0,0
2018-02-26,Rec and Park Requests,15.0,0
2018-02-26,Residential Building Request,9.0,0
2018-02-26,SFHA Requests,3.0,0
2018-02-26,Sewer Issues,37.0,0
2018-02-26,Sidewalk or Curb,14.0,0
2018-02-26,Sign Repair,22.0,0
2018-02-26,Street Defects,15.0,0
2018-02-26,Street and Sidewalk Cleaning,459.0,0
2018-02-26,Streetlights,19.0,0
2018-02-26,Temporary Sign Request,33.0,0
2018-02-26,Tree Maintenance,39.0,0
2018-02-27,311 External Request,6.0,0
2018-02-27,Abandoned Vehicle,110.0,0
2018-02-27,Blocked Street or SideWalk,13.0,0
2018-02-27,Catch Basin Maintenance,1.0,0
2018-02-27,Color Curb,4.0,0
2018-02-27,Construction Zone Permits,5.0,0
2018-02-27,DPW Volunteer Programs,0.0,0
2018-02-27,Damaged Property,20.0,0
2018-02-27,Encampments,150.0,0
2018-02-27,Entertainment Commission,0.0,0
2018-02-27,General Request - 311CUSTOMERSERVICECENTER,3.0,0
2018-02-27,General Request - ADULT PROBATION,0.0,0
2018-02-27,General Request - AGING ADULT SERVICES,0.0,0
2018-02-27,General Request - AIRPORT SFO,0.0,0
2018-02-27,General Request - ANIMAL CARE CONTROL,3.0,0
2018-02-27,General Request - ART COMMISSION,0.0,0
2018-02-27,General Request - ASSESSOR RECORDER,2.0,0
2018-02-27,General Request - BOARD OF SUPERVISORS,0.0,0
2018-02-27,General Request - BUILDING INSPECTION,8.0,0
2018-02-27,General Request - CENTRAL SHOPS,0.0,0
2018-02-27,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-02-27,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-02-27,General Request - CITY ATTORNEY,0.0,0
2018-02-27,General Request - CITY HALL,0.0,0
2018-02-27,General Request - CITYADMINISTRATOR GSA,1.0,0
2018-02-27,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-02-27,General Request - CONTROLLER,0.0,0
2018-02-27,General Request - COUNTY CLERK,9.0,0
2018-02-27,General Request - DISTRICT ATTORNEY,8.0,0
2018-02-27,General Request - DPH,4.0,0
2018-02-27,General Request - DTIS,0.0,0
2018-02-27,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-02-27,General Request - ELECTIONS,0.0,0
2018-02-27,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-02-27,General Request - ENVIRONMENT,0.0,0
2018-02-27,General Request - ETHICS COMMISSION,0.0,0
2018-02-27,General Request - FILM COMMISSION,0.0,0
2018-02-27,General Request - FIRE DEPARTMENT,0.0,0
2018-02-27,General Request - HSH,0.0,0
2018-02-27,General Request - HUMAN RESOURCES,0.0,0
2018-02-27,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-02-27,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-02-27,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-02-27,General Request - LIBRARY PUBLIC,0.0,0
2018-02-27,General Request - MEDICAL EXAMINER,0.0,0
2018-02-27,General Request - MOCD,0.0,0
2018-02-27,General Request - MOCJ,0.0,0
2018-02-27,General Request - MOD,0.0,0
2018-02-27,General Request - MOH,0.0,0
2018-02-27,General Request - MONS,0.0,0
2018-02-27,General Request - MTA,16.0,0
2018-02-27,General Request - OCC,0.0,0
2018-02-27,General Request - PLANNING,5.0,0
2018-02-27,General Request - PORT AUTHORITY,1.0,0
2018-02-27,General Request - PUBLIC WORKS,26.0,0
2018-02-27,General Request - PUC,6.0,0
2018-02-27,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-02-27,General Request - RENT BOARD,0.0,0
2018-02-27,General Request - RPD,0.0,0
2018-02-27,General Request - SFPD,0.0,0
2018-02-27,General Request - SHERIFF,0.0,0
2018-02-27,General Request - SHORT TERM RENTALS,0.0,0
2018-02-27,General Request - SMALL BUSINESS,0.0,0
2018-02-27,General Request - TT COLLECTOR,2.0,0
2018-02-27,Graffiti,348.0,0
2018-02-27,Homeless Concerns,143.0,0
2018-02-27,Illegal Postings,13.0,0
2018-02-27,Litter Receptacles,27.0,0
2018-02-27,MUNI Feedback,71.0,0
2018-02-27,Noise Report,23.0,0
2018-02-27,Rec and Park Requests,17.0,0
2018-02-27,Residential Building Request,6.0,0
2018-02-27,SFHA Requests,6.0,0
2018-02-27,Sewer Issues,23.0,0
2018-02-27,Sidewalk or Curb,12.0,0
2018-02-27,Sign Repair,35.0,0
2018-02-27,Street Defects,20.0,0
2018-02-27,Street and Sidewalk Cleaning,489.0,0
2018-02-27,Streetlights,43.0,1
2018-02-27,Temporary Sign Request,34.0,0
2018-02-27,Tree Maintenance,21.0,0
2018-02-28,311 External Request,2.0,0
2018-02-28,Abandoned Vehicle,115.0,0
2018-02-28,Blocked Street or SideWalk,17.0,0
2018-02-28,Catch Basin Maintenance,3.0,0
2018-02-28,Color Curb,5.0,0
2018-02-28,Construction Zone Permits,0.0,0
2018-02-28,DPW Volunteer Programs,1.0,0
2018-02-28,Damaged Property,33.0,0
2018-02-28,Encampments,167.0,0
2018-02-28,Entertainment Commission,0.0,0
2018-02-28,General Request - 311CUSTOMERSERVICECENTER,6.0,0
2018-02-28,General Request - ADULT PROBATION,0.0,0
2018-02-28,General Request - AGING ADULT SERVICES,0.0,0
2018-02-28,General Request - AIRPORT SFO,0.0,0
2018-02-28,General Request - ANIMAL CARE CONTROL,0.0,0
2018-02-28,General Request - ART COMMISSION,1.0,0
2018-02-28,General Request - ASSESSOR RECORDER,1.0,0
2018-02-28,General Request - BOARD OF SUPERVISORS,0.0,0
2018-02-28,General Request - BUILDING INSPECTION,6.0,0
2018-02-28,General Request - CENTRAL SHOPS,0.0,0
2018-02-28,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-02-28,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-02-28,General Request - CITY ATTORNEY,0.0,0
2018-02-28,General Request - CITY HALL,0.0,0
2018-02-28,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-02-28,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-02-28,General Request - CONTROLLER,0.0,0
2018-02-28,General Request - COUNTY CLERK,12.0,0
2018-02-28,General Request - DISTRICT ATTORNEY,0.0,0
2018-02-28,General Request - DPH,11.0,0
2018-02-28,General Request - DTIS,0.0,0
2018-02-28,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-02-28,General Request - ELECTIONS,0.0,0
2018-02-28,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-02-28,General Request - ENVIRONMENT,0.0,0
2018-02-28,General Request - ETHICS COMMISSION,1.0,0
2018-02-28,General Request - FILM COMMISSION,0.0,0
2018-02-28,General Request - FIRE DEPARTMENT,0.0,0
2018-02-28,General Request - HSH,1.0,0
2018-02-28,General Request - HUMAN RESOURCES,0.0,0
2018-02-28,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-02-28,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-02-28,General Request - LABOR STANDARDS ENFORCEMENT,1.0,0
2018-02-28,General Request - LIBRARY PUBLIC,1.0,0
2018-02-28,General Request - MEDICAL EXAMINER,0.0,0
2018-02-28,General Request - MOCD,0.0,0
2018-02-28,General Request - MOCJ,0.0,0
2018-02-28,General Request - MOD,0.0,0
2018-02-28,General Request - MOH,0.0,0
2018-02-28,General Request - MONS,0.0,0
2018-02-28,General Request - MTA,22.0,0
2018-02-28,General Request - OCC,0.0,0
2018-02-28,General Request - PLANNING,0.0,0
2018-02-28,General Request - PORT AUTHORITY,0.0,0
2018-02-28,General Request - PUBLIC WORKS,20.0,0
2018-02-28,General Request - PUC,4.0,0
2018-02-28,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-02-28,General Request - RENT BOARD,0.0,0
2018-02-28,General Request - RPD,0.0,0
2018-02-28,General Request - SFPD,0.0,0
2018-02-28,General Request - SHERIFF,0.0,0
2018-02-28,General Request - SHORT TERM RENTALS,0.0,0
2018-02-28,General Request - SMALL BUSINESS,1.0,0
2018-02-28,General Request - TT COLLECTOR,4.0,0
2018-02-28,Graffiti,216.0,0
2018-02-28,Homeless Concerns,110.0,0
2018-02-28,Illegal Postings,10.0,0
2018-02-28,Litter Receptacles,12.0,0
2018-02-28,MUNI Feedback,71.0,0
2018-02-28,Noise Report,8.0,0
2018-02-28,Rec and Park Requests,22.0,0
2018-02-28,Residential Building Request,10.0,0
2018-02-28,SFHA Requests,9.0,0
2018-02-28,Sewer Issues,18.0,0
2018-02-28,Sidewalk or Curb,17.0,0
2018-02-28,Sign Repair,15.0,0
2018-02-28,Street Defects,18.0,0
2018-02-28,Street and Sidewalk Cleaning,435.0,0
2018-02-28,Streetlights,16.0,0
2018-02-28,Temporary Sign Request,36.0,0
2018-02-28,Tree Maintenance,24.0,0
2018-03-01,311 External Request,4.0,0
2018-03-01,Abandoned Vehicle,88.0,0
2018-03-01,Blocked Street or SideWalk,11.0,0
2018-03-01,Catch Basin Maintenance,13.0,1
2018-03-01,Color Curb,6.0,0
2018-03-01,Construction Zone Permits,0.0,0
2018-03-01,DPW Volunteer Programs,0.0,0
2018-03-01,Damaged Property,28.0,0
2018-03-01,Encampments,109.0,0
2018-03-01,Entertainment Commission,0.0,0
2018-03-01,General Request - 311CUSTOMERSERVICECENTER,4.0,0
2018-03-01,General Request - ADULT PROBATION,0.0,0
2018-03-01,General Request - AGING ADULT SERVICES,0.0,0
2018-03-01,General Request - AIRPORT SFO,0.0,0
2018-03-01,General Request - ANIMAL CARE CONTROL,0.0,0
2018-03-01,General Request - ART COMMISSION,0.0,0
2018-03-01,General Request - ASSESSOR RECORDER,1.0,0
2018-03-01,General Request - BOARD OF SUPERVISORS,0.0,0
2018-03-01,General Request - BUILDING INSPECTION,3.0,0
2018-03-01,General Request - CENTRAL SHOPS,0.0,0
2018-03-01,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-03-01,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-03-01,General Request - CITY ATTORNEY,0.0,0
2018-03-01,General Request - CITY HALL,0.0,0
2018-03-01,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-03-01,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-03-01,General Request - CONTROLLER,0.0,0
2018-03-01,General Request - COUNTY CLERK,17.0,0
2018-03-01,General Request - DISTRICT ATTORNEY,0.0,0
2018-03-01,General Request - DPH,5.0,0
2018-03-01,General Request - DTIS,0.0,0
2018-03-01,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-03-01,General Request - ELECTIONS,0.0,0
2018-03-01,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-03-01,General Request - ENVIRONMENT,1.0,0
2018-03-01,General Request - ETHICS COMMISSION,0.0,0
2018-03-01,General Request - FILM COMMISSION,0.0,0
2018-03-01,General Request - FIRE DEPARTMENT,0.0,0
2018-03-01,General Request - HSH,1.0,0
2018-03-01,General Request - HUMAN RESOURCES,0.0,0
2018-03-01,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-03-01,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-03-01,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-03-01,General Request - LIBRARY PUBLIC,0.0,0
2018-03-01,General Request - MEDICAL EXAMINER,0.0,0
2018-03-01,General Request - MOCD,0.0,0
2018-03-01,General Request - MOCJ,0.0,0
2018-03-01,General Request - MOD,0.0,0
2018-03-01,General Request - MOH,0.0,0
2018-03-01,General Request - MONS,1.0,0
2018-03-01,General Request - MTA,28.0,0
2018-03-01,General Request - OCC,0.0,0
2018-03-01,General Request - PLANNING,0.0,0
2018-03-01,General Request - PORT AUTHORITY,0.0,0
2018-03-01,General Request - PUBLIC WORKS,18.0,0
2018-03-01,General Request - PUC,15.0,0
2018-03-01,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-03-01,General Request - RENT BOARD,0.0,0
2018-03-01,General Request - RPD,1.0,0
2018-03-01,General Request - SFPD,0.0,0
2018-03-01,General Request - SHERIFF,0.0,0
2018-03-01,General Request - SHORT TERM RENTALS,0.0,0
2018-03-01,General Request - SMALL BUSINESS,0.0,0
2018-03-01,General Request - TT COLLECTOR,2.0,0
2018-03-01,Graffiti,199.0,0
2018-03-01,Homeless Concerns,99.0,0
2018-03-01,Illegal Postings,6.0,0
2018-03-01,Litter Receptacles,21.0,0
2018-03-01,MUNI Feedback,64.0,0
2018-03-01,Noise Report,7.0,0
2018-03-01,Rec and Park Requests,10.0,0
2018-03-01,Residential Building Request,4.0,0
2018-03-01,SFHA Requests,5.0,0
2018-03-01,Sewer Issues,148.0,1
2018-03-01,Sidewalk or Curb,8.0,0
2018-03-01,Sign Repair,22.0,0
2018-03-01,Street Defects,13.0,0
2018-03-01,Street and Sidewalk Cleaning,384.0,0
2018-03-01,Streetlights,15.0,0
2018-03-01,Temporary Sign Request,37.0,0
2018-03-01,Tree Maintenance,40.0,0
2018-03-02,311 External Request,2.0,0
2018-03-02,Abandoned Vehicle,89.0,0
2018-03-02,Blocked Street or SideWalk,9.0,0
2018-03-02,Catch Basin Maintenance,5.0,0
2018-03-02,Color Curb,8.0,0
2018-03-02,Construction Zone Permits,3.0,0
2018-03-02,DPW Volunteer Programs,2.0,0
2018-03-02,Damaged Property,30.0,0
2018-03-02,Encampments,111.0,0
2018-03-02,Entertainment Commission,0.0,0
2018-03-02,General Request - 311CUSTOMERSERVICECENTER,1.0,0
2018-03-02,General Request - ADULT PROBATION,0.0,0
2018-03-02,General Request - AGING ADULT SERVICES,0.0,0
2018-03-02,General Request - AIRPORT SFO,0.0,0
2018-03-02,General Request - ANIMAL CARE CONTROL,0.0,0
2018-03-02,General Request - ART COMMISSION,0.0,0
2018-03-02,General Request - ASSESSOR RECORDER,2.0,0
2018-03-02,General Request - BOARD OF SUPERVISORS,0.0,0
2018-03-02,General Request - BUILDING INSPECTION,7.0,0
2018-03-02,General Request - CENTRAL SHOPS,0.0,0
2018-03-02,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-03-02,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-03-02,General Request - CITY ATTORNEY,0.0,0
2018-03-02,General Request - CITY HALL,1.0,0
2018-03-02,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-03-02,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-03-02,General Request - CONTROLLER,0.0,0
2018-03-02,General Request - COUNTY CLERK,7.0,0
2018-03-02,General Request - DISTRICT ATTORNEY,0.0,0
2018-03-02,General Request - DPH,6.0,0
2018-03-02,General Request - DTIS,0.0,0
2018-03-02,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-03-02,General Request - ELECTIONS,0.0,0
2018-03-02,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-03-02,General Request - ENVIRONMENT,0.0,0
2018-03-02,General Request - ETHICS COMMISSION,0.0,0
2018-03-02,General Request - FILM COMMISSION,0.0,0
2018-03-02,General Request - FIRE DEPARTMENT,0.0,0
2018-03-02,General Request - HSH,0.0,0
2018-03-02,General Request - HUMAN RESOURCES,0.0,0
2018-03-02,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-03-02,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-03-02,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-03-02,General Request - LIBRARY PUBLIC,0.0,0
2018-03-02,General Request - MEDICAL EXAMINER,0.0,0
2018-03-02,General Request - MOCD,0.0,0
2018-03-02,General Request - MOCJ,0.0,0
2018-03-02,General Request - MOD,0.0,0
2018-03-02,General Request - MOH,0.0,0
2018-03-02,General Request - MONS,0.0,0
2018-03-02,General Request - MTA,14.0,0
2018-03-02,General Request - OCC,0.0,0
2018-03-02,General Request - PLANNING,0.0,0
2018-03-02,General Request - PORT AUTHORITY,0.0,0
2018-03-02,General Request - PUBLIC WORKS,22.0,0
2018-03-02,General Request - PUC,7.0,0
2018-03-02,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-03-02,General Request - RENT BOARD,0.0,0
2018-03-02,General Request - RPD,0.0,0
2018-03-02,General Request - SFPD,0.0,0
2018-03-02,General Request - SHERIFF,0.0,0
2018-03-02,General Request - SHORT TERM RENTALS,0.0,0
2018-03-02,General Request - SMALL BUSINESS,0.0,0
2018-03-02,General Request - TT COLLECTOR,3.0,0
2018-03-02,Graffiti,164.0,0
2018-03-02,Homeless Concerns,97.0,0
2018-03-02,Illegal Postings,8.0,0
2018-03-02,Litter Receptacles,7.0,0
2018-03-02,MUNI Feedback,65.0,0
2018-03-02,Noise Report,11.0,0
2018-03-02,Rec and Park Requests,24.0,0
2018-03-02,Residential Building Request,4.0,0
2018-03-02,SFHA Requests,2.0,0
2018-03-02,Sewer Issues,44.0,0
2018-03-02,Sidewalk or Curb,12.0,0
2018-03-02,Sign Repair,13.0,0
2018-03-02,Street Defects,26.0,0
2018-03-02,Street and Sidewalk Cleaning,359.0,0
2018-03-02,Streetlights,12.0,0
2018-03-02,Temporary Sign Request,19.0,0
2018-03-02,Tree Maintenance,16.0,0
2018-03-03,311 External Request,1.0,0
2018-03-03,Abandoned Vehicle,45.0,0
2018-03-03,Blocked Street or SideWalk,20.0,0
2018-03-03,Catch Basin Maintenance,1.0,0
2018-03-03,Color Curb,4.0,0
2018-03-03,Construction Zone Permits,0.0,0
2018-03-03,DPW Volunteer Programs,0.0,0
2018-03-03,Damaged Property,20.0,0
2018-03-03,Encampments,110.0,0
2018-03-03,Entertainment Commission,0.0,0
2018-03-03,General Request - 311CUSTOMERSERVICECENTER,1.0,0
2018-03-03,General Request - ADULT PROBATION,0.0,0
2018-03-03,General Request - AGING ADULT SERVICES,0.0,0
2018-03-03,General Request - AIRPORT SFO,0.0,0
2018-03-03,General Request - ANIMAL CARE CONTROL,1.0,0
2018-03-03,General Request - ART COMMISSION,0.0,0
2018-03-03,General Request - ASSESSOR RECORDER,0.0,0
2018-03-03,General Request - BOARD OF SUPERVISORS,0.0,0
2018-03-03,General Request - BUILDING INSPECTION,2.0,0
2018-03-03,General Request - CENTRAL SHOPS,0.0,0
2018-03-03,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-03-03,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-03-03,General Request - CITY ATTORNEY,0.0,0
2018-03-03,General Request - CITY HALL,0.0,0
2018-03-03,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-03-03,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-03-03,General Request - CONTROLLER,0.0,0
2018-03-03,General Request - COUNTY CLERK,2.0,0
2018-03-03,General Request - DISTRICT ATTORNEY,0.0,0
2018-03-03,General Request - DPH,2.0,0
2018-03-03,General Request - DTIS,0.0,0
2018-03-03,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,0.0,0
2018-03-03,General Request - ELECTIONS,0.0,0
2018-03-03,General Request - ENTERTAINMENT COMMISSION,0.0,0
2018-03-03,General Request - ENVIRONMENT,0.0,0
2018-03-03,General Request - ETHICS COMMISSION,0.0,0
2018-03-03,General Request - FILM COMMISSION,0.0,0
2018-03-03,General Request - FIRE DEPARTMENT,1.0,0
2018-03-03,General Request - HSH,0.0,0
2018-03-03,General Request - HUMAN RESOURCES,0.0,0
2018-03-03,General Request - HUMAN RIGHTS COMMISSION,0.0,0
2018-03-03,General Request - HUMAN SERVICES AGENCY,0.0,0
2018-03-03,General Request - LABOR STANDARDS ENFORCEMENT,0.0,0
2018-03-03,General Request - LIBRARY PUBLIC,0.0,0
2018-03-03,General Request - MEDICAL EXAMINER,0.0,0
2018-03-03,General Request - MOCD,0.0,0
2018-03-03,General Request - MOCJ,0.0,0
2018-03-03,General Request - MOD,0.0,0
2018-03-03,General Request - MOH,0.0,0
2018-03-03,General Request - MONS,0.0,0
2018-03-03,General Request - MTA,13.0,0
2018-03-03,General Request - OCC,0.0,0
2018-03-03,General Request - PLANNING,0.0,0
2018-03-03,General Request - PORT AUTHORITY,0.0,0
2018-03-03,General Request - PUBLIC WORKS,20.0,0
2018-03-03,General Request - PUC,3.0,0
2018-03-03,General Request - REAL ESTATE DEPARTMENT,0.0,0
2018-03-03,General Request - RENT BOARD,0.0,0
2018-03-03,General Request - RPD,0.0,0
2018-03-03,General Request - SFPD,0.0,0
2018-03-03,General Request - SHERIFF,0.0,0
2018-03-03,General Request - SHORT TERM RENTALS,0.0,0
2018-03-03,General Request - SMALL BUSINESS,0.0,0
2018-03-03,General Request - TT COLLECTOR,0.0,0
2018-03-03,Graffiti,208.0,0
2018-03-03,Homeless Concerns,80.0,0
2018-03-03,Illegal Postings,4.0,0
2018-03-03,Litter Receptacles,11.0,0
2018-03-03,MUNI Feedback,30.0,0
2018-03-03,Noise Report,11.0,0
2018-03-03,Rec and Park Requests,16.0,0
2018-03-03,Residential Building Request,3.0,0
2018-03-03,SFHA Requests,3.0,0
2018-03-03,Sewer Issues,32.0,0
2018-03-03,Sidewalk or Curb,15.0,0
2018-03-03,Sign Repair,11.0,0
2018-03-03,Street Defects,11.0,0
2018-03-03,Street and Sidewalk Cleaning,256.0,0
2018-03-03,Streetlights,9.0,0
2018-03-03,Temporary Sign Request,6.0,0
2018-03-03,Tree Maintenance,17.0,0
2018-03-04,311 External Request,0.0,0
2018-03-04,Abandoned Vehicle,49.0,0
2018-03-04,Blocked Street or SideWalk,11.0,0
2018-03-04,Catch Basin Maintenance,0.0,0
2018-03-04,Color Curb,3.0,0
2018-03-04,Construction Zone Permits,0.0,0
2018-03-04,DPW Volunteer Programs,0.0,0
2018-03-04,Damaged Property,10.0,0
2018-03-04,Encampments,111.0,0
2018-03-04,Entertainment Commission,0.0,0
2018-03-04,General Request - 311CUSTOMERSERVICECENTER,2.0,0
2018-03-04,General Request - ADULT PROBATION,0.0,0
2018-03-04,General Request - AGING ADULT SERVICES,0.0,0
2018-03-04,General Request - AIRPORT SFO,0.0,0
2018-03-04,General Request - ANIMAL CARE CONTROL,0.0,0
2018-03-04,General Request - ART COMMISSION,0.0,0
2018-03-04,General Request - ASSESSOR RECORDER,0.0,0
2018-03-04,General Request - BOARD OF SUPERVISORS,0.0,0
2018-03-04,General Request - BUILDING INSPECTION,0.0,0
2018-03-04,General Request - CENTRAL SHOPS,0.0,0
2018-03-04,General Request - CHILDREN YOUTH FAMILIES,0.0,0
2018-03-04,General Request - CHILDSUPPORTSERVICES,0.0,0
2018-03-04,General Request - CITY ATTORNEY,0.0,0
2018-03-04,General Request - CITY HALL,0.0,0
2018-03-04,General Request - CITYADMINISTRATOR GSA,0.0,0
2018-03-04,General Request - CONTRACT ADMINISTRATION,0.0,0
2018-03-04,General Request - CONTROLLER,0.0,0
2018-03-04,General Request - COUNTY CLERK,8.0,0
2018-03-04,General Request - DISTRICT ATTORNEY,0.0,0
2018-03-04,General Request - DPH,2.0,0
